Time,Hero0,Hero0Posx,Hero0Posy,Hero1,Hero1Posx,Hero1Posy,Hero2,Hero2Posx,Hero2Posy,Hero3,Hero3Posx,Hero3Posy,Hero4,Hero4Posx,Hero4Posy,Hero5,Hero5Posx,Hero5Posy,Hero6,Hero6Posx,Hero6Posy,Hero7,Hero7Posx,Hero7Posy,Hero8,Hero8Posx,Hero8Posy,Hero9,Hero9Posx,Hero9Posy
2686, DT_DOTA_Unit_Hero_Sniper,3524.0,12446.0,DT_DOTA_Unit_Hero_Axe,3108.0,1680.0,DT_DOTA_Unit_Hero_Omniknight,2662.0,2547.0,DT_DOTA_Unit_Hero_Earthshaker,2743.0,1516.0,DT_DOTA_Unit_Hero_Juggernaut,2542.0,3644.0,DT_DOTA_Unit_Hero_WitchDoctor,4950.0,4598.0,DT_DOTA_Unit_Hero_Broodmother,3887.0,1525.0,DT_DOTA_Unit_Hero_Slardar,3641.0,4723.0,DT_DOTA_Unit_Hero_VengefulSpirit,5803.0,5189.0,DT_DOTA_Unit_Hero_Nevermore,3743.0,2440.0,
2687, DT_DOTA_Unit_Hero_Sniper,3929.0,12082.0,DT_DOTA_Unit_Hero_Axe,3089.0,1516.0,DT_DOTA_Unit_Hero_Omniknight,2163.0,2430.0,DT_DOTA_Unit_Hero_Earthshaker,2552.0,1552.0,DT_DOTA_Unit_Hero_Juggernaut,2776.0,3521.0,DT_DOTA_Unit_Hero_WitchDoctor,4506.0,4505.0,DT_DOTA_Unit_Hero_Broodmother,3443.0,1363.0,DT_DOTA_Unit_Hero_Slardar,3757.0,4162.0,DT_DOTA_Unit_Hero_VengefulSpirit,5343.0,5018.0,DT_DOTA_Unit_Hero_Nevermore,3743.0,2440.0,
2689, DT_DOTA_Unit_Hero_Sniper,4490.0,11944.0,DT_DOTA_Unit_Hero_Axe,2911.0,1473.0,DT_DOTA_Unit_Hero_Omniknight,2051.0,2328.0,DT_DOTA_Unit_Hero_Earthshaker,2096.0,1634.0,DT_DOTA_Unit_Hero_Juggernaut,2673.0,3040.0,DT_DOTA_Unit_Hero_WitchDoctor,4170.0,4266.0,DT_DOTA_Unit_Hero_Broodmother,3648.0,1450.0,DT_DOTA_Unit_Hero_Slardar,3851.0,3529.0,DT_DOTA_Unit_Hero_VengefulSpirit,5002.0,4683.0,DT_DOTA_Unit_Hero_Nevermore,3661.0,2458.0,
2690, DT_DOTA_Unit_Hero_Sniper,4640.0,11590.0,DT_DOTA_Unit_Hero_Axe,3025.0,1586.0,DT_DOTA_Unit_Hero_Omniknight,2086.0,2242.0,DT_DOTA_Unit_Hero_Earthshaker,2221.0,1732.0,DT_DOTA_Unit_Hero_Juggernaut,2613.0,2642.0,DT_DOTA_Unit_Hero_WitchDoctor,3854.0,4036.0,DT_DOTA_Unit_Hero_Broodmother,3879.0,1662.0,DT_DOTA_Unit_Hero_Slardar,3930.0,2971.0,DT_DOTA_Unit_Hero_VengefulSpirit,4797.0,4348.0,DT_DOTA_Unit_Hero_Nevermore,3578.0,2586.0,
2691, DT_DOTA_Unit_Hero_Sniper,4609.0,11141.0,DT_DOTA_Unit_Hero_Axe,2924.0,1539.0,DT_DOTA_Unit_Hero_Omniknight,2147.0,2173.0,DT_DOTA_Unit_Hero_Earthshaker,2166.0,1719.0,DT_DOTA_Unit_Hero_Juggernaut,2768.0,2469.0,DT_DOTA_Unit_Hero_WitchDoctor,3760.0,3902.0,DT_DOTA_Unit_Hero_Broodmother,3450.0,1381.0,DT_DOTA_Unit_Hero_Slardar,4065.0,2472.0,DT_DOTA_Unit_Hero_VengefulSpirit,4506.0,4191.0,DT_DOTA_Unit_Hero_Nevermore,3602.0,2506.0,
2692, DT_DOTA_Unit_Hero_Sniper,4615.0,10621.0,DT_DOTA_Unit_Hero_Axe,2108.0,2203.0,DT_DOTA_Unit_Hero_Omniknight,2010.0,2057.0,DT_DOTA_Unit_Hero_Earthshaker,2092.0,1860.0,DT_DOTA_Unit_Hero_Juggernaut,3030.0,2638.0,DT_DOTA_Unit_Hero_WitchDoctor,3621.0,3762.0,DT_DOTA_Unit_Hero_Broodmother,3794.0,1375.0,DT_DOTA_Unit_Hero_Slardar,4063.0,1804.0,DT_DOTA_Unit_Hero_VengefulSpirit,4345.0,3916.0,DT_DOTA_Unit_Hero_Nevermore,3616.0,2464.0,
2694, DT_DOTA_Unit_Hero_Sniper,4802.0,10079.0,DT_DOTA_Unit_Hero_Axe,2302.0,2598.0,DT_DOTA_Unit_Hero_Omniknight,2031.0,2254.0,DT_DOTA_Unit_Hero_Earthshaker,2240.0,1823.0,DT_DOTA_Unit_Hero_Juggernaut,3030.0,2638.0,DT_DOTA_Unit_Hero_WitchDoctor,4001.0,3512.0,DT_DOTA_Unit_Hero_Broodmother,4006.0,1839.0,DT_DOTA_Unit_Hero_Slardar,3960.0,1848.0,DT_DOTA_Unit_Hero_VengefulSpirit,4447.0,3447.0,DT_DOTA_Unit_Hero_Nevermore,3616.0,2464.0,
2695, DT_DOTA_Unit_Hero_Sniper,5016.0,9460.0,DT_DOTA_Unit_Hero_Axe,2856.0,2591.0,DT_DOTA_Unit_Hero_Omniknight,2136.0,2309.0,DT_DOTA_Unit_Hero_Earthshaker,2189.0,1669.0,DT_DOTA_Unit_Hero_Juggernaut,3267.0,2567.0,DT_DOTA_Unit_Hero_WitchDoctor,4064.0,3130.0,DT_DOTA_Unit_Hero_Broodmother,4337.0,1925.0,DT_DOTA_Unit_Hero_Slardar,3615.0,1650.0,DT_DOTA_Unit_Hero_VengefulSpirit,4748.0,3221.0,DT_DOTA_Unit_Hero_Nevermore,3960.0,2464.0,
2696, DT_DOTA_Unit_Hero_Sniper,4939.0,8967.0,DT_DOTA_Unit_Hero_Axe,2419.0,2457.0,DT_DOTA_Unit_Hero_Omniknight,2136.0,2309.0,DT_DOTA_Unit_Hero_Earthshaker,2261.0,1753.0,DT_DOTA_Unit_Hero_Juggernaut,3105.0,2758.0,DT_DOTA_Unit_Hero_WitchDoctor,4064.0,3073.0,DT_DOTA_Unit_Hero_Broodmother,4451.0,1953.0,DT_DOTA_Unit_Hero_Slardar,3680.0,1728.0,DT_DOTA_Unit_Hero_VengefulSpirit,4748.0,3221.0,DT_DOTA_Unit_Hero_Nevermore,4235.0,2546.0,
2698, DT_DOTA_Unit_Hero_Sniper,4729.0,8464.0,DT_DOTA_Unit_Hero_Axe,2634.0,2319.0,DT_DOTA_Unit_Hero_Omniknight,2103.0,2268.0,DT_DOTA_Unit_Hero_Earthshaker,2310.0,1702.0,DT_DOTA_Unit_Hero_Juggernaut,3061.0,2656.0,DT_DOTA_Unit_Hero_WitchDoctor,4133.0,3091.0,DT_DOTA_Unit_Hero_Broodmother,4397.0,2140.0,DT_DOTA_Unit_Hero_Slardar,3504.0,1880.0,DT_DOTA_Unit_Hero_VengefulSpirit,4519.0,3259.0,DT_DOTA_Unit_Hero_Nevermore,4235.0,2546.0,
2699, DT_DOTA_Unit_Hero_Sniper,4547.0,8037.0,DT_DOTA_Unit_Hero_Axe,2768.0,2168.0,DT_DOTA_Unit_Hero_Omniknight,2246.0,2037.0,DT_DOTA_Unit_Hero_Earthshaker,2362.0,1572.0,DT_DOTA_Unit_Hero_Juggernaut,3305.0,2504.0,DT_DOTA_Unit_Hero_WitchDoctor,4489.0,3070.0,DT_DOTA_Unit_Hero_Broodmother,4535.0,2014.0,DT_DOTA_Unit_Hero_Slardar,3527.0,1634.0,DT_DOTA_Unit_Hero_VengefulSpirit,4325.0,3165.0,DT_DOTA_Unit_Hero_Nevermore,3988.0,2461.0,
2700, DT_DOTA_Unit_Hero_Sniper,4224.0,7358.0,DT_DOTA_Unit_Hero_Axe,2344.0,2226.0,DT_DOTA_Unit_Hero_Omniknight,2129.0,2158.0,DT_DOTA_Unit_Hero_Earthshaker,2702.0,1610.0,DT_DOTA_Unit_Hero_Juggernaut,3281.0,2328.0,DT_DOTA_Unit_Hero_WitchDoctor,4644.0,2849.0,DT_DOTA_Unit_Hero_Broodmother,4387.0,1888.0,DT_DOTA_Unit_Hero_Slardar,3822.0,1696.0,DT_DOTA_Unit_Hero_VengefulSpirit,4325.0,3165.0,DT_DOTA_Unit_Hero_Nevermore,3867.0,2414.0,
2702, DT_DOTA_Unit_Hero_Sniper,3951.0,6826.0,DT_DOTA_Unit_Hero_Axe,2636.0,2497.0,DT_DOTA_Unit_Hero_Omniknight,2476.0,2193.0,DT_DOTA_Unit_Hero_Earthshaker,3733.0,2176.0,DT_DOTA_Unit_Hero_Juggernaut,3705.0,2361.0,DT_DOTA_Unit_Hero_WitchDoctor,4701.0,2813.0,DT_DOTA_Unit_Hero_Broodmother,4344.0,1569.0,DT_DOTA_Unit_Hero_Slardar,4166.0,1606.0,DT_DOTA_Unit_Hero_VengefulSpirit,4325.0,3165.0,DT_DOTA_Unit_Hero_Nevermore,3867.0,2414.0,
2703, DT_DOTA_Unit_Hero_Sniper,3857.0,6316.0,DT_DOTA_Unit_Hero_Axe,3074.0,2600.0,DT_DOTA_Unit_Hero_Omniknight,2897.0,2148.0,DT_DOTA_Unit_Hero_Earthshaker,3781.0,2261.0,DT_DOTA_Unit_Hero_Juggernaut,4030.0,2474.0,DT_DOTA_Unit_Hero_WitchDoctor,4532.0,3007.0,DT_DOTA_Unit_Hero_Broodmother,4538.0,2025.0,DT_DOTA_Unit_Hero_Slardar,4346.0,1778.0,DT_DOTA_Unit_Hero_VengefulSpirit,4003.0,2488.0,DT_DOTA_Unit_Hero_Nevermore,4325.0,3165.0,
2704, DT_DOTA_Unit_Hero_Sniper,3867.0,5851.0,DT_DOTA_Unit_Hero_Axe,3437.0,2782.0,DT_DOTA_Unit_Hero_Omniknight,3271.0,2338.0,DT_DOTA_Unit_Hero_Earthshaker,3637.0,2395.0,DT_DOTA_Unit_Hero_Juggernaut,4286.0,2783.0,DT_DOTA_Unit_Hero_WitchDoctor,4926.0,3039.0,DT_DOTA_Unit_Hero_Broodmother,4826.0,2337.0,DT_DOTA_Unit_Hero_Slardar,4592.0,2001.0,DT_DOTA_Unit_Hero_VengefulSpirit,4254.0,2758.0,DT_DOTA_Unit_Hero_Nevermore,4432.0,3126.0,
2705, DT_DOTA_Unit_Hero_Sniper,3858.0,5585.0,DT_DOTA_Unit_Hero_Axe,4592.0,2949.0,DT_DOTA_Unit_Hero_Omniknight,3602.0,2468.0,DT_DOTA_Unit_Hero_Earthshaker,3587.0,2571.0,DT_DOTA_Unit_Hero_Juggernaut,4683.0,3011.0,DT_DOTA_Unit_Hero_WitchDoctor,5275.0,2905.0,DT_DOTA_Unit_Hero_Broodmother,5155.0,2322.0,DT_DOTA_Unit_Hero_Slardar,5016.0,2257.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2706, DT_DOTA_Unit_Hero_Sniper,3901.0,5041.0,DT_DOTA_Unit_Hero_Axe,4581.0,2869.0,DT_DOTA_Unit_Hero_Omniknight,4081.0,2598.0,DT_DOTA_Unit_Hero_Earthshaker,3809.0,2450.0,DT_DOTA_Unit_Hero_Juggernaut,4642.0,3165.0,DT_DOTA_Unit_Hero_WitchDoctor,5338.0,2725.0,DT_DOTA_Unit_Hero_Broodmother,5068.0,2045.0,DT_DOTA_Unit_Hero_Slardar,4952.0,2508.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2708, DT_DOTA_Unit_Hero_Sniper,3987.0,4507.0,DT_DOTA_Unit_Hero_Axe,4490.0,2902.0,DT_DOTA_Unit_Hero_Omniknight,4180.0,2754.0,DT_DOTA_Unit_Hero_Earthshaker,3968.0,2452.0,DT_DOTA_Unit_Hero_Juggernaut,4212.0,3009.0,DT_DOTA_Unit_Hero_WitchDoctor,5338.0,2725.0,DT_DOTA_Unit_Hero_Broodmother,4926.0,1869.0,DT_DOTA_Unit_Hero_Slardar,5418.0,2214.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2709, DT_DOTA_Unit_Hero_Sniper,4199.0,4149.0,DT_DOTA_Unit_Hero_Axe,4250.0,2907.0,DT_DOTA_Unit_Hero_Omniknight,4177.0,2561.0,DT_DOTA_Unit_Hero_Earthshaker,3852.0,2375.0,DT_DOTA_Unit_Hero_Juggernaut,4510.0,2673.0,DT_DOTA_Unit_Hero_WitchDoctor,5338.0,2725.0,DT_DOTA_Unit_Hero_Broodmother,4872.0,1920.0,DT_DOTA_Unit_Hero_Slardar,5574.0,1975.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2710, DT_DOTA_Unit_Hero_Sniper,4235.0,4075.0,DT_DOTA_Unit_Hero_Axe,4552.0,2833.0,DT_DOTA_Unit_Hero_Omniknight,4210.0,2690.0,DT_DOTA_Unit_Hero_Earthshaker,3600.0,2112.0,DT_DOTA_Unit_Hero_Juggernaut,4728.0,2640.0,DT_DOTA_Unit_Hero_WitchDoctor,5363.0,2700.0,DT_DOTA_Unit_Hero_Broodmother,5101.0,1783.0,DT_DOTA_Unit_Hero_Slardar,6163.0,2027.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2711, DT_DOTA_Unit_Hero_Sniper,4285.0,3973.0,DT_DOTA_Unit_Hero_Axe,5094.0,2646.0,DT_DOTA_Unit_Hero_Omniknight,4629.0,2616.0,DT_DOTA_Unit_Hero_Earthshaker,4088.0,2027.0,DT_DOTA_Unit_Hero_Juggernaut,5320.0,2619.0,DT_DOTA_Unit_Hero_WitchDoctor,5466.0,2662.0,DT_DOTA_Unit_Hero_Broodmother,5742.0,1922.0,DT_DOTA_Unit_Hero_Slardar,6782.0,2358.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2713, DT_DOTA_Unit_Hero_Sniper,4439.0,3595.0,DT_DOTA_Unit_Hero_Axe,5249.0,2672.0,DT_DOTA_Unit_Hero_Omniknight,5141.0,2627.0,DT_DOTA_Unit_Hero_Earthshaker,4647.0,2068.0,DT_DOTA_Unit_Hero_Juggernaut,5316.0,2636.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6136.0,2318.0,DT_DOTA_Unit_Hero_Slardar,7222.0,2772.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2714, DT_DOTA_Unit_Hero_Sniper,4486.0,3472.0,DT_DOTA_Unit_Hero_Axe,5326.0,2698.0,DT_DOTA_Unit_Hero_Omniknight,4741.0,2634.0,DT_DOTA_Unit_Hero_Earthshaker,6221.0,2045.0,DT_DOTA_Unit_Hero_Juggernaut,5431.0,2425.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6466.0,2876.0,DT_DOTA_Unit_Hero_Slardar,7685.0,4224.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2715, DT_DOTA_Unit_Hero_Sniper,4115.0,3733.0,DT_DOTA_Unit_Hero_Axe,5591.0,2099.0,DT_DOTA_Unit_Hero_Omniknight,4634.0,2626.0,DT_DOTA_Unit_Hero_Earthshaker,6757.0,1760.0,DT_DOTA_Unit_Hero_Juggernaut,5905.0,2045.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6950.0,3364.0,DT_DOTA_Unit_Hero_Slardar,7689.0,4873.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2717, DT_DOTA_Unit_Hero_Sniper,3872.0,3881.0,DT_DOTA_Unit_Hero_Axe,6082.0,2079.0,DT_DOTA_Unit_Hero_Omniknight,5219.0,2613.0,DT_DOTA_Unit_Hero_Earthshaker,6819.0,1231.0,DT_DOTA_Unit_Hero_Juggernaut,6516.0,1954.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6662.0,3984.0,DT_DOTA_Unit_Hero_Slardar,7557.0,5402.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2718, DT_DOTA_Unit_Hero_Sniper,3501.0,4104.0,DT_DOTA_Unit_Hero_Axe,6332.0,2268.0,DT_DOTA_Unit_Hero_Omniknight,5127.0,2499.0,DT_DOTA_Unit_Hero_Earthshaker,6832.0,1559.0,DT_DOTA_Unit_Hero_Juggernaut,7052.0,1627.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6277.0,4381.0,DT_DOTA_Unit_Hero_Slardar,7013.0,5723.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2719, DT_DOTA_Unit_Hero_Sniper,3043.0,4192.0,DT_DOTA_Unit_Hero_Axe,6245.0,2493.0,DT_DOTA_Unit_Hero_Omniknight,4572.0,2485.0,DT_DOTA_Unit_Hero_Earthshaker,6451.0,1816.0,DT_DOTA_Unit_Hero_Juggernaut,7504.0,1711.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6549.0,5024.0,DT_DOTA_Unit_Hero_Slardar,6680.0,6323.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2721, DT_DOTA_Unit_Hero_Sniper,2985.0,4159.0,DT_DOTA_Unit_Hero_Axe,5018.0,2091.0,DT_DOTA_Unit_Hero_Omniknight,4097.0,2474.0,DT_DOTA_Unit_Hero_Earthshaker,6025.0,1925.0,DT_DOTA_Unit_Hero_Juggernaut,7530.0,1773.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6758.0,5185.0,DT_DOTA_Unit_Hero_Slardar,6541.0,6813.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2722, DT_DOTA_Unit_Hero_Sniper,2985.0,4159.0,DT_DOTA_Unit_Hero_Axe,4528.0,2138.0,DT_DOTA_Unit_Hero_Omniknight,3944.0,2941.0,DT_DOTA_Unit_Hero_Earthshaker,5547.0,2101.0,DT_DOTA_Unit_Hero_Juggernaut,7543.0,1838.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6696.0,5242.0,DT_DOTA_Unit_Hero_Slardar,6430.0,7289.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2724, DT_DOTA_Unit_Hero_Sniper,2985.0,4159.0,DT_DOTA_Unit_Hero_Axe,4015.0,2187.0,DT_DOTA_Unit_Hero_Omniknight,3798.0,3497.0,DT_DOTA_Unit_Hero_Earthshaker,5148.0,2455.0,DT_DOTA_Unit_Hero_Juggernaut,7569.0,1893.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6414.0,5493.0,DT_DOTA_Unit_Hero_Slardar,6500.0,7775.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2725, DT_DOTA_Unit_Hero_Sniper,2985.0,4159.0,DT_DOTA_Unit_Hero_Axe,3619.0,2224.0,DT_DOTA_Unit_Hero_Omniknight,3594.0,3884.0,DT_DOTA_Unit_Hero_Earthshaker,4869.0,2762.0,DT_DOTA_Unit_Hero_Juggernaut,7658.0,1903.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6902.0,6708.0,DT_DOTA_Unit_Hero_Slardar,6620.0,8147.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2726, DT_DOTA_Unit_Hero_Sniper,3153.0,4316.0,DT_DOTA_Unit_Hero_Axe,3118.0,2199.0,DT_DOTA_Unit_Hero_Omniknight,3916.0,4310.0,DT_DOTA_Unit_Hero_Earthshaker,4496.0,3148.0,DT_DOTA_Unit_Hero_Juggernaut,7705.0,1907.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6902.0,6708.0,DT_DOTA_Unit_Hero_Slardar,6994.0,9545.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2728, DT_DOTA_Unit_Hero_Sniper,3571.0,4772.0,DT_DOTA_Unit_Hero_Axe,2602.0,2153.0,DT_DOTA_Unit_Hero_Omniknight,4094.0,4833.0,DT_DOTA_Unit_Hero_Earthshaker,4227.0,3582.0,DT_DOTA_Unit_Hero_Juggernaut,7098.0,2047.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,6902.0,6708.0,DT_DOTA_Unit_Hero_Slardar,7220.0,10042.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2729, DT_DOTA_Unit_Hero_Sniper,3911.0,5182.0,DT_DOTA_Unit_Hero_Axe,1992.0,2174.0,DT_DOTA_Unit_Hero_Omniknight,4296.0,5434.0,DT_DOTA_Unit_Hero_Earthshaker,4005.0,4102.0,DT_DOTA_Unit_Hero_Juggernaut,6441.0,2062.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,14311.0,14865.0,DT_DOTA_Unit_Hero_Slardar,7461.0,10779.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2731, DT_DOTA_Unit_Hero_Sniper,3911.0,5182.0,DT_DOTA_Unit_Hero_Axe,1461.0,2134.0,DT_DOTA_Unit_Hero_Omniknight,4283.0,5943.0,DT_DOTA_Unit_Hero_Earthshaker,3949.0,4608.0,DT_DOTA_Unit_Hero_Juggernaut,6232.0,2458.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,14347.0,14656.0,DT_DOTA_Unit_Hero_Slardar,7861.0,11358.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2732, DT_DOTA_Unit_Hero_Sniper,3911.0,5182.0,DT_DOTA_Unit_Hero_Axe,1009.0,2067.0,DT_DOTA_Unit_Hero_Omniknight,4540.0,6078.0,DT_DOTA_Unit_Hero_Earthshaker,3997.0,5043.0,DT_DOTA_Unit_Hero_Juggernaut,6364.0,2903.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,14010.0,14372.0,DT_DOTA_Unit_Hero_Slardar,8273.0,11803.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2733, DT_DOTA_Unit_Hero_Sniper,3922.0,5193.0,DT_DOTA_Unit_Hero_Axe,642.0,1822.0,DT_DOTA_Unit_Hero_Omniknight,4596.0,6125.0,DT_DOTA_Unit_Hero_Earthshaker,4145.0,5378.0,DT_DOTA_Unit_Hero_Juggernaut,6728.0,3331.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,14010.0,14372.0,DT_DOTA_Unit_Hero_Slardar,8722.0,12306.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2734, DT_DOTA_Unit_Hero_Sniper,4060.0,5333.0,DT_DOTA_Unit_Hero_Axe,508.0,1751.0,DT_DOTA_Unit_Hero_Omniknight,4738.0,6220.0,DT_DOTA_Unit_Hero_Earthshaker,4323.0,5763.0,DT_DOTA_Unit_Hero_Juggernaut,7199.0,3747.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,14010.0,14372.0,DT_DOTA_Unit_Hero_Slardar,9147.0,12857.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2736, DT_DOTA_Unit_Hero_Sniper,4112.0,5385.0,DT_DOTA_Unit_Hero_Axe,599.0,1857.0,DT_DOTA_Unit_Hero_Omniknight,4615.0,6119.0,DT_DOTA_Unit_Hero_Earthshaker,4568.0,5997.0,DT_DOTA_Unit_Hero_Juggernaut,7507.0,4150.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,14010.0,14372.0,DT_DOTA_Unit_Hero_Slardar,9332.0,13400.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2737, DT_DOTA_Unit_Hero_Sniper,4321.0,5595.0,DT_DOTA_Unit_Hero_Axe,624.0,1886.0,DT_DOTA_Unit_Hero_Omniknight,4415.0,5861.0,DT_DOTA_Unit_Hero_Earthshaker,4830.0,6197.0,DT_DOTA_Unit_Hero_Juggernaut,7813.0,4578.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,14010.0,14372.0,DT_DOTA_Unit_Hero_Slardar,9639.0,13778.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2738, DT_DOTA_Unit_Hero_Sniper,4726.0,6005.0,DT_DOTA_Unit_Hero_Axe,624.0,1886.0,DT_DOTA_Unit_Hero_Omniknight,4742.0,6052.0,DT_DOTA_Unit_Hero_Earthshaker,5123.0,6583.0,DT_DOTA_Unit_Hero_Juggernaut,7952.0,5059.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,13708.0,14141.0,DT_DOTA_Unit_Hero_Slardar,9719.0,13911.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
2740, DT_DOTA_Unit_Hero_Sniper,5250.0,6107.0,DT_DOTA_Unit_Hero_Axe,619.0,2039.0,DT_DOTA_Unit_Hero_Omniknight,5173.0,6329.0,DT_DOTA_Unit_Hero_Earthshaker,5541.0,6702.0,DT_DOTA_Unit_Hero_Juggernaut,8042.0,5592.0,DT_DOTA_Unit_Hero_WitchDoctor,5272.0,2805.0,DT_DOTA_Unit_Hero_Broodmother,13174.0,14066.0,DT_DOTA_Unit_Hero_Slardar,9523.0,13939.0,DT_DOTA_Unit_Hero_VengefulSpirit,4452.0,2731.0,DT_DOTA_Unit_Hero_Nevermore,4722.0,3062.0,
